"landingPagePlusQueryString","deviceCategory","sessions","engagedSessions","conversions","totalRevenue","ecommercePurchases"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadiYdzWTStKujf5v1Yw0fcHZXB8teI78sdIndjv6LfylQ2V4W-1Es9ltkrNTA_aem_JSM_h5ulsILgLuVWhfuE8w","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadjvJQM-FCPTLnyJcHrBsx1ZRtOelJDT1wzFdHZepZKl3J3YLODtFbEa0ZkMQ_aem_LKFKttLTYoR5JdaQ200HyA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadkVUBGr756ZpBDqLkBWABc6RK-HnXnPMb7ADMBbvR5Ho_BNjuXj0l42gApFA_aem_eU5tc3NTrrlNeO9FMtTXTQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadncJd8IhoykmYXvFlkCw9u1IJLFBAzqHgn2PxXxXzp6yGZuyAh5kGbpdOgbg_aem_RBccBhT-fSqif2KM9vB0Ow","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadoa00ug-4hq-CtM1TJWoXognFvS_e3ZFssG_UfRFKyr2F0nvVAtrGQbrGYmQ_aem_ey4Q4GLctnY6ZNA0NZsBww","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadogABMe0EHltUgs4BDZ_xTzT_1S1EFXLG1nOsQBE15QMwtsLXAMyVpWV1b-w_aem_o18xZRYsGjcqDi2uu9gUew","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadogyfQrR6hOFMqJuaE7uSsCJTsSor3MuLNDajuxoT4R0c7pmtGXP3mW0ZowA_aem_g-bnD9UUXFYmWkcCRGhUMQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadqeIHbv9yaWX1wyPvjZkiiWujuvGrbMZLmToSGyc-vNOY3BvZUiZuf3apKHA_aem_sVcPc0Jar7-1-r76OYw2Bw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadqy1cp3EfdE1Pmzi3sXxcXw2-JFdm6xYcB5Wu33PUKM_2uRpDTAqy7W7gSng_aem_ao6j6ylhLU_eT7qESmpgvw","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadroVyoQuGSBl4FndNn_2-gkEgOEmBI6dojsOJ70yxoFvAufQU5oKcQEo0fnw_aem_9YVzm0KYOLHpFpQBravJlw","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadtVSY3aeEcken_36udWt1UHyc_qaUPhe8pd7U9dr7-_GQMr5tbhThZC2Eh8Q_aem_ppENcBgEQ5D8UzdnXOag8w","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadtWwrqgvm8xXn1C25a8JPReGR-9zMw7sqE_D-PXW44AxY0zhu2iZNEEwVzNA_aem_ihJGwelGxtsrzBHK-DawsQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadu6GcTAMPKJbtyk9gbp_A5JUg0ai5gPm8KOJ3ENfNdIBz-MutkSfJc_hRFsw_aem_0PzzhUEp9Br7jnsxp3IeXg","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaduEnJxOyIM-jR9Y8lU_A2aH4FPe5buSjZPlZTargfLUNzVq4JJBbjNOURUFw_aem_0SlEw8oU_MbIYvQp5iNWfw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadumYwajq8Aj-62fBUmWefor_cVrzJiyK4tQ46hYSzUaLNgnbDzeAdXlBIFAA_aem_-0RSKykgi7OFn6N4avATRQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadvSlnyA2fQrTm_YP-_bXPSoIcSOMALO6M6g2bJ7_hc-LfNmo-WHeBnbD4kMQ_aem__UJaLcrkD1o9s9_bhOcx-A","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadvUf6IyFZ2-ELh3arr2Zy6s2OxjYPojc4CpGVJb_ay98bJcfwVn_kGOCtAzA_aem_FA1A3AJMFOeOSVBNaimBOg","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadvlSumSbQIp0zHvA7M0c6ou9YJKttwn-T3JrA5F47IPp8i24e4qmijziF_lw_aem_-5HvjZ_aH24zpvAd7NFkFw","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadyJCZcaYIv3cNgNMFN9b1ZKkQDMfJ-6kT8qONjmQg6QSFxaOfneR6mzpxrhA_aem_SKPM7Ln6vbFHcsblez_txQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadyec7Az2CoKYE5RuE7su_Bd2WiNt9dqCS_sBGnJGlsQCShw7W8MRQIFr6h4g_aem_7_rOqaeYVeWy3blAOaoB5A","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAadym1pB2N2FpWbyUPzWAPhCWUZAdxy4zHxFKMwUISGU92jzokCu1ifkATOuvA_aem__WBDZauf0nZv5NVpMD2ddA","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae0kaNMcWlzrdAPeYEuZ_nSil-cpQVcFYWjcdlMfMyhq6W0OzC_sBg0Nua9kg_aem_wM0OaFhQsb_4qvCt6_CDjw","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae1633D09gSYGrbpwVYuP8Na2dwXOGc-VZpzjTIVxgt587gVluUzK_SSnk_Ag_aem_-Opkc-Le6usLWHfwAg3IzA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae24d3AeMc8PU9T7eMhrZGQH91_fSrdScbcSCZDCToeQu_CY0eYqs2IX4vnXA_aem_t2AkINFAMv8atPLBbnkkuw","mobile","1","1","4","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae3-rkF9vaCi2fsfozkkbrTVid-Gcmmegw_axRdcptq24hwAqECmhJiwsNV5A_aem_aGJNE0FZ96GIFk8EAG19Jg","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae320L5893JzbQCXzfTsoAeNbzg-Q9NcdMJMg6B2wM7Els6qs7ws-2jV4UlJA_aem_fHSx3VsGIOGBUbTnWD6pbQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae3VOfJgRa0dHV__dkTIUKMHj-Zn8VlDEGur6NU72OMzvvZcCCy0dW_dAa1wg_aem_TwW5LH3ntyAF3PkB73xuiw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae3Wb5gTnq3YiH93fDcxV95whEcYmd8ae3KXKk5oIT2eiyul6H0IQlw3QdivQ_aem_Bmfr6j5Er_P-2Ezj7jM2mw","mobile","1","1","3","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae3XjCUsDv6ZzuqLpna5WGBRGUMDIbbOz23LJN3PSlnOe3A8sCBLSh3CmObFA_aem_m7eHwU8iKltuurRHh5iMEw","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae3i9PsUd2a8k2S90MBft_Dxveeyb8gEKZ6Mh98IQJZ4HApP4amgnS-gOdawA_aem_-aXJH_8clDScmGnG3VeqOw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae4Ec5lCcVWUF_WTHfYySsKnc4vsm4GZuLSnl_SU1OArUvRaOeb3u0kJRxL9w_aem_463owPVXNGCLBihptfCgTQ","mobile","1","1","2","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae4UteOq8R8fdd7SB-q1SvG8tgZd4FDyLrxiOsvJfD7IdKYI7Zk2MwKZ6OCUQ_aem_dgkrnjYC1vRQF-URIwg0MQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae4WyZTIdPilr4wHdD8z-oPh33fsM8QbZmAP5fWIDm9i4KqblR3uUIKkqll9g_aem_M4_u0s3HVtO_gw1ASMM3Hw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae4xfXk3wzgZzUWYESlL3irFRBbDhivrJdm13nWJWfcmUutiM92dLx-cM5ZNg_aem_V3yG2blm_ygph5LlEGyeDw","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae5o_6dIvanYmIdn5wihMPuGfhOgNKe1jSzaxQZlIRVDed30P7T562GyOHcGw_aem_Yu0NtrNhDaGsPtSoq5JwdQ","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae75-IacAjUUoh5GlRkGFgpc8MUE0ITch5-FfucQaNUr-5UreEJiSbi6uC8sw_aem_NjvmposprlQv7XMXM3D43Q","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae7FtIz4tpaOnZ9sR64hmsuxzF3AZ8aUgB7MJbjpsKRqV7YT3jt5V9i8p_MRQ_aem_U3M2RW_Zs6vzQgHVKWf1jA","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae8FTNcXBq8cbT0aBZgdOZZ-PfU0G_WwxENCpNhOBVrZ2XM4ZFhOd6twgFLPg_aem_tD6e2_SlOcaHoyGJo-S05g","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae8Y_r1A84DMJ0KAcNpRb9SYgZbpdgrwf7g9s9IBRRtZMIekrOVigONhIPenA_aem_lBgkzf4eMrwKSA7086PnVw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae8ueOSKvoQroYRca9U_IXFzro4rV4BoeBYvqIjlKyVMHUzwUMWOKGwIjYLxg_aem_zdKbbdJ2J3y1m7KB2nf8Ng","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae95NmbWWElewJQ8rYKS6F2IF0tnpORi8QUf3bckapw65n342NwAy82supe1w_aem_tB54-slj7jIdl-1yvzEK1w","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae9q-Gr2fxspSsBZMTyqgLkk9FWk8sQclWbY7MOtwSW2aHYqBqc9ycY7AstZw_aem_dMlaXsrag06vWND4aIwiSg","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeBfhKJiuoQMX8s87EYtP_bVM1-qoJaDkgzqgoAJiblOC4eTfCqIW5raXyuRQ_aem_GtEv8cOPBidNqVfofllWLw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeC2kcU4AgBA8drS4vM97udA8eJeQIkqoIgN3_5KXBgjPLl_B0V7wpl40Qcjg_aem_MPc1STVm_QJqAwduRgPiuw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeD8rpo0d_fMEPCMoozVBZBjMJfxDm_ir8304VSgfSeWPp_RjHcX0aMohxC1w_aem_U6GnwpKTtW092g9ZuLo4Qg","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeDvFSFlWSJpMzgo8pawcPMbcJ-_mVvNxQqdAgsNr8drK0MpQky-5ZzZCbOsg_aem_RuJo6CCYVTDEJrokX77BAw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeG8sbzq5g28lvEWPe27Gs_Nnm0ESAG84kmXXyoDTzi8IKE2mojieMkuRI_ZQ_aem_PEfP6UDSL_4d5cPz0dvy2A","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeHBgdxeuvKnu6eZPQpT_g-LbBcUT1fw-R79XSRorlms7L2GGt75UuS3ZgvCA_aem_bGfxN-fsySXb-qYHXBO05Q","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeHlES0e4LonUBcJbm5Z6n1DB9A8KQflscZ3C8dnl9yZMiohJNWEB8NIM4mkQ_aem_Wlca5mX9Tmm4ukSEEslvRQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeITPn6FfVBUiuiVuhxlO7-dcYfNV6642ja2WEo-Kei-tmOSSxKLRmDd7gVMQ_aem_ZpwJxC--nQi-dniIt0sg6A","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeIVo9spghshGnKnm8oblQBdBoz0C1PdrOBg1Q1FaLuMRUebW1QOPy22ZN4WA_aem_nut_8jGOVigFYYk92QeWtw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeJfY2DLhZXR9Bdudu-4_x_6MbSXwULoAL6mPLy8z3TYTDcfNo7R6IL4iSxGg_aem_FanTfQiaPg9bh0l6HMpZGg","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeK8X-pgWw8KnenFHynmQGM5DjqcXy367SLefz83-2thX1O2PhVyAzOdpEhEg_aem_PESsI1ALdFpyVMqAvJ79dQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeKGyqXYwttpvYWudTrfeqJ-ZCBQBxmewOuv8FK7d10PsgiHIRNoXWVBBL6lg_aem_oDd9ZQYahunzy1bsrBRX3g","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeKPLZp_haolZXSfAUaGMZE1wQK4gyh3wM1MSyTd3fqieWzu-8383TmasRZoA_aem_umcK53wjB95RupH17lYeVQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeKS6vc9gqrTo5nffT6vgd83FZ9kth0gxknq2R78NgUqWc0rOtqIHKK32K3GA_aem_cdDzdpf4zIROZDkTEDv77g","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeL3_pUzZcmxv6_oC_hOhlFQR7TPJk5gAuUarwA51RWLba9zIid1w7Im6YmVQ_aem__nQAJfS3ZKW2IV5S2umUuQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeMOAi0p5obk6bSw59tXhtfPWLXyFeYsafHtoxdyjveHkBPf0I3Gv29JKQO-g_aem_GYhR8tjIV9JZHf00dOsohQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeMt_Pl5YGe3CtHb5HWmhquVJHJr2TqH20Vhbybm1jGg0XebXO9UiWK4CmuRQ_aem_KGor8IG5OzEL6UudYkSVgg","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeN6h2TY1-gEri11BP4T9guo-HirjJKgSHQhaMLT58gzVmYjv9n8TEDedlsRg_aem_mY_gJ00XC6o74uqURbYR4g","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeO1HRNP7ueknOIowx8BSzLJqfpdkUFRscQ9gVxa-I8lSBrt23JJUk1m6EWUw_aem_OX6REMPWG-WVeoxN8HYvgA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeOEWguTbWlcWfNyMzcqspAi0Nna5aqqB64Qso3FPX7yk_y69kSRoLjqr-FEQ_aem_ZDq0HUeQrfieWYXEGoIl2g","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeOJowJt9XI9lYJfApMqQESiY9zMDPWnInxlX4f14X0juw0o4jDFFr4sADkug_aem_XCf9T5U0vzeKQP42Q9uVhQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeQ7RHkiJgZBFIaAOqg6_PljoxnElyNWZHjlSD-JnkkmiZ4HHR_140v-R2-Mw_aem_FL5lt3FboKNqlQMzLLJhBQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeQX4F1CYzzhq318X8hajWkl6FZT510DfCMdwp9OGWYquN240BJtGKfsaoopA_aem_6eb1-0mEAnPJRKXy0iYhlw","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeR2kEox-NrCdoyzaH2GNDYr9jHXOy1RD6WAM5IJhlDhjfu6sf5HX36ZXloTw_aem_M_DknDswMK4rOv1g3E12bw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeRBtpDRZ0JlJYCcR9IsbiuiJDYayHECg2lblc1xDn-pz3u5VYNqK4Xd0DgcA_aem_cn67YgsqYWbU05cOU8akBA","mobile","1","1","7","257.700001","1"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeRGDZD8BfVZHWUchoFpaI_QIN4btghwS5qgpIiOCWZz-DSRTNfP87fXIkyCQ_aem_TAC0E2vBou0OSh7R_64xgg","mobile","1","1","1","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeRQE0pqed8JWIQne_BSfl30IBswjrpMyCim1UmlwsjRXKiWftt9d7QyPczFA_aem_L6naQobUZacdyKGsKZQLRQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeRSAmRYQF9C0gq5pXiVbnQBOA4qHq_pMpshwSfTwvzG1H6R_fJNZAi1a7Jng_aem_C_HZCIpR_Zt4kND205ex8Q","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeRfLZ0fWksM2biWwd4riGgqvWyMqdtteRQ0L3neZ2zaB7BYRNX5UT7Jx5kjg_aem_wtGuMQ4UIMGHJO2WJIwSNQ","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeRsKrrqO8p_ZeumAMGSs0sKAjPHSUsgN4qHRgj7ApqldRS4j52vkEBaBtmUA_aem_-diCBNrMnx72N1JeVo4PJg","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeSwOlmX9R9Gu1fDbzEIwNnn8XSvXeX_o5kJ7DHJEeUO20SuNN_aQ8EN-_TcA_aem_JHSY23INg3Ym7vdgKfNjxA","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeTJXd70M-AKpRO1a3vea0fF1B35WnXOYxVeUfl-H7tVu6wMQENFzir0oTV2Q_aem_XiU2pPTyTzPzs0dheNyMdw","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeVVGbPQR7d6jigReDYD3GxpYP9JRNjAmSoL_vAvhBY7svdiEMm2wndQiXBBQ_aem_VEy0J5DNJ_3MGb9g861DGg","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeWXRkog4zolmrK53rPhiE6GyPXRJrygldPerIopQmdDa185LBnLZpjNh-jMw_aem_xVuoMejEMQwJWpUgeSFXWQ","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeW_qlgO8t7XjC7xJh2ZoxQSehMYkUeCfMF0STV2g5jtce08LX9afBPv7PDlA_aem_Dr2qj54riS4g4nFXdXRduA","mobile","1","0","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeWfU8MPFNQNst-foA-AXvmnH1CU7tgVuVKHfMeothUkh0is53uJLlqfwi29w_aem_96dk89Mj-JI_zBNgC0Up3w","mobile","1","1","0","0","0"
"/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGTiVjoR5zcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaeZDTf3rseXU9QZkv9R6rxyt2jdj7M0TaJ5T7Juw23_a1rxCmGOFh9BG0uWIA_aem_P4zk1tPVGcYOfZAmXzEi-g","mobile","1","1","0","0","0"
